"","iso3c","lifeExpec","country","region","year"
"4317","GEO",66.182243902439,"Georgia","Europe & Central Asia (all income levels)",1967
"4318","GEO",65.4367804878049,"Georgia","Europe & Central Asia (all income levels)",1965
"4319","GEO",72.6036341463415,"Georgia","Europe & Central Asia (all income levels)",2012
"4320","GEO",72.4980487804878,"Georgia","Europe & Central Asia (all income levels)",2010
"4321","GEO",63.8318536585366,"Georgia","Europe & Central Asia (all income levels)",1961
"4322","GEO",66.8492195121951,"Georgia","Europe & Central Asia (all income levels)",1969
"4323","GEO",68.4025853658537,"Georgia","Europe & Central Asia (all income levels)",1974
"4324","GEO",67.1592195121951,"Georgia","Europe & Central Asia (all income levels)",1970
"4325","GEO",72.5031219512195,"Georgia","Europe & Central Asia (all income levels)",2008
"4326","GEO",NA,"Georgia","Europe & Central Asia (all income levels)",2016
"4327","GEO",72.9661219512195,"Georgia","Europe & Central Asia (all income levels)",2015
"4328","GEO",68.0911219512195,"Georgia","Europe & Central Asia (all income levels)",1973
"4329","GEO",72.8206341463415,"Georgia","Europe & Central Asia (all income levels)",2014
"4330","GEO",67.4661951219512,"Georgia","Europe & Central Asia (all income levels)",1971
"4331","GEO",67.7771707317073,"Georgia","Europe & Central Asia (all income levels)",1972
"4332","GEO",65.818756097561,"Georgia","Europe & Central Asia (all income levels)",1966
"4333","GHA",51.9817804878049,"Ghana","Sub-Saharan Africa (all income levels)",1979
"4334","GHA",52.2717804878049,"Ghana","Sub-Saharan Africa (all income levels)",1980
"4335","GHA",62.1137804878049,"Ghana","Sub-Saharan Africa (all income levels)",2014
"4336","GHA",47.8076341463415,"Ghana","Sub-Saharan Africa (all income levels)",1965
"4337","GHA",61.2207804878049,"Ghana","Sub-Saharan Africa (all income levels)",2011
"4338","GHA",61.8203170731707,"Ghana","Sub-Saharan Africa (all income levels)",2013
"4339","GHA",47.4533658536585,"Ghana","Sub-Saharan Africa (all income levels)",1964
"4340","GHA",60.8937317073171,"Ghana","Sub-Saharan Africa (all income levels)",2010
"4341","GHA",50.8139512195122,"Ghana","Sub-Saharan Africa (all income levels)",1975
"4342","GHA",48.1409756097561,"Ghana","Sub-Saharan Africa (all income levels)",1966
"4343","GHA",48.455243902439,"Ghana","Sub-Saharan Africa (all income levels)",1967
"4344","GHA",48.7564146341463,"Ghana","Sub-Saharan Africa (all income levels)",1968
"4345","GHA",47.0784390243902,"Ghana","Sub-Saharan Africa (all income levels)",1963
"4346","GHA",49.6219512195122,"Ghana","Sub-Saharan Africa (all income levels)",1971
"4347","GHA",49.9122926829268,"Ghana","Sub-Saharan Africa (all income levels)",1972
"4348","GHA",50.2072926829268,"Ghana","Sub-Saharan Africa (all income levels)",1973
"4349","GHA",57.1386097560976,"Ghana","Sub-Saharan Africa (all income levels)",2001
"4350","GHA",57.0239268292683,"Ghana","Sub-Saharan Africa (all income levels)",1998
"4351","GHA",61.5243170731707,"Ghana","Sub-Saharan Africa (all income levels)",2012
"4352","GHA",56.9850975609756,"Ghana","Sub-Saharan Africa (all income levels)",2000
"4353","GHA",59.1512195121951,"Ghana","Sub-Saharan Africa (all income levels)",2006
"4354","GHA",50.509512195122,"Ghana","Sub-Saharan Africa (all income levels)",1974
"4355","GHA",49.3349756097561,"Ghana","Sub-Saharan Africa (all income levels)",1970
"4356","GHA",58.6520243902439,"Ghana","Sub-Saharan Africa (all income levels)",2005
"4357","GHA",51.6972926829268,"Ghana","Sub-Saharan Africa (all income levels)",1978
"4358","GHA",46.6825365853659,"Ghana","Sub-Saharan Africa (all income levels)",1962
"4359","GHA",57.3407804878049,"Ghana","Sub-Saharan Africa (all income levels)",1996
"4360","GHA",56.9537073170732,"Ghana","Sub-Saharan Africa (all income levels)",1999
"4361","GHA",54.1097073170732,"Ghana","Sub-Saharan Africa (all income levels)",1985
"4362","GHA",54.6026829268293,"Ghana","Sub-Saharan Africa (all income levels)",1986
"4363","GHA",49.0480731707317,"Ghana","Sub-Saharan Africa (all income levels)",1969
"4364","GHA",NA,"Ghana","Sub-Saharan Africa (all income levels)",2016
"4365","GHA",58.1753414634146,"Ghana","Sub-Saharan Africa (all income levels)",2004
"4366","GHA",56.7516341463415,"Ghana","Sub-Saharan Africa (all income levels)",1990
"4367","GHA",59.6438780487805,"Ghana","Sub-Saharan Africa (all income levels)",2007
"4368","GHA",60.5236341463415,"Ghana","Sub-Saharan Africa (all income levels)",2009
"4369","GHA",51.1154634146341,"Ghana","Sub-Saharan Africa (all income levels)",1976
"4370","GHA",51.4098292682927,"Ghana","Sub-Saharan Africa (all income levels)",1977
"4371","GHA",53.2736829268293,"Ghana","Sub-Saharan Africa (all income levels)",1983
"4372","GHA",53.6704878048781,"Ghana","Sub-Saharan Africa (all income levels)",1984
"4373","GHA",57.164243902439,"Ghana","Sub-Saharan Africa (all income levels)",1997
"4374","GHA",56.2471707317073,"Ghana","Sub-Saharan Africa (all income levels)",1989
"4375","GHA",52.9104390243902,"Ghana","Sub-Saharan Africa (all income levels)",1982
"4376","GHA",57.3999268292683,"Ghana","Sub-Saharan Africa (all income levels)",2002
"4377","GHA",57.7501463414634,"Ghana","Sub-Saharan Africa (all income levels)",2003
"4378","GHA",57.5948292682927,"Ghana","Sub-Saharan Africa (all income levels)",1994
"4379","GHA",55.6936341463415,"Ghana","Sub-Saharan Africa (all income levels)",1988
"4380","GHA",52.5783170731707,"Ghana","Sub-Saharan Africa (all income levels)",1981
"4381","GHA",60.1060243902439,"Ghana","Sub-Saharan Africa (all income levels)",2008
"4382","GHA",62.407243902439,"Ghana","Sub-Saharan Africa (all income levels)",2015
"4383","GHA",55.1373170731707,"Ghana","Sub-Saharan Africa (all income levels)",1987
"4384","GHA",46.2667073170732,"Ghana","Sub-Saharan Africa (all income levels)",1961
"4385","GHA",57.5027073170732,"Ghana","Sub-Saharan Africa (all income levels)",1995
"4386","GHA",57.5798048780488,"Ghana","Sub-Saharan Africa (all income levels)",1993
"4387","GHA",57.4367804878049,"Ghana","Sub-Saharan Africa (all income levels)",1992
"4388","GHA",45.8314634146342,"Ghana","Sub-Saharan Africa (all income levels)",1960
"4389","GHA",57.1572682926829,"Ghana","Sub-Saharan Africa (all income levels)",1991
"4390","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1984
"4391","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2004
"4392","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2008
"4393","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1985
"4394","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2003
"4395","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1992
"4396","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1999
"4397","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1993
"4398","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1998
"4399","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2002
"4400","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1983
"4401","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1979
"4402","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1994
"4403","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1995
"4404","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2007
"4405","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1988
"4406","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1980
"4407","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2001
"4408","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1991
"4409","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1996
"4410","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1989
"4411","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1990
"4412","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1981
"4413","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1982
"4414","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1978
"4415","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2015
"4416","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1986
"4417","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1987
"4418","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2005
"4419","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2006
"4420","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2009
"4421","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2010
"4422","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1961
"4423","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1997
"4424","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2000
"4425","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2013
"4426","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1977
"4427","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2014
"4428","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1969
"4429","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1965
"4430","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1966
"4431","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2016
"4432","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2011
"4433","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1970
"4434","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1960
"4435","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1972
"4436","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1967
"4437","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",2012
"4438","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1963
"4439","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1964
"4440","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1976
"4441","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1968
"4442","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1962
"4443","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1971
"4444","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1974
"4445","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1975
"4446","GIB",NA,"Gibraltar","Europe & Central Asia (all income levels)",1973
"4447","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1972
"4448","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1974
"4449","GRL",64.5824390243903,"Greenland","Europe & Central Asia (all income levels)",1988
"4450","GRL",63.1926829268293,"Greenland","Europe & Central Asia (all income levels)",1982
"4451","GRL",63.4146341463415,"Greenland","Europe & Central Asia (all income levels)",1978
"4452","GRL",64.6541463414634,"Greenland","Europe & Central Asia (all income levels)",1987
"4453","GRL",64.2487804878049,"Greenland","Europe & Central Asia (all income levels)",1986
"4454","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1971
"4455","GRL",64.6675609756098,"Greenland","Europe & Central Asia (all income levels)",1989
"4456","GRL",63.0748780487805,"Greenland","Europe & Central Asia (all income levels)",1981
"4457","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1976
"4458","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1977
"4459","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1973
"4460","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1975
"4461","GRL",63.449756097561,"Greenland","Europe & Central Asia (all income levels)",1980
"4462","GRL",65.1960975609756,"Greenland","Europe & Central Asia (all income levels)",1992
"4463","GRL",65.0317073170732,"Greenland","Europe & Central Asia (all income levels)",1991
"4464","GRL",63.9548780487805,"Greenland","Europe & Central Asia (all income levels)",1979
"4465","GRL",63.8336585365854,"Greenland","Europe & Central Asia (all income levels)",1985
"4466","GRL",69.9826829268293,"Greenland","Europe & Central Asia (all income levels)",2007
"4467","GRL",65.9009756097561,"Greenland","Europe & Central Asia (all income levels)",1994
"4468","GRL",70.8570731707317,"Greenland","Europe & Central Asia (all income levels)",2010
"4469","GRL",71.2990243902439,"Greenland","Europe & Central Asia (all income levels)",2012
"4470","GRL",71.8304878048781,"Greenland","Europe & Central Asia (all income levels)",2013
"4471","GRL",65.0682926829268,"Greenland","Europe & Central Asia (all income levels)",1990
"4472","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",2015
"4473","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",2016
"4474","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1963
"4475","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1964
"4476","GRL",63.3,"Greenland","Europe & Central Asia (all income levels)",1983
"4477","GRL",63.4665853658537,"Greenland","Europe & Central Asia (all income levels)",1984
"4478","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1969
"4479","GRL",65.5853658536585,"Greenland","Europe & Central Asia (all income levels)",1993
"4480","GRL",69.5192682926829,"Greenland","Europe & Central Asia (all income levels)",2006
"4481","GRL",70.2134146341463,"Greenland","Europe & Central Asia (all income levels)",2008
"4482","GRL",71.0624390243902,"Greenland","Europe & Central Asia (all income levels)",2011
"4483","GRL",65.7673170731707,"Greenland","Europe & Central Asia (all income levels)",1996
"4484","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",2014
"4485","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1961
"4486","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1962
"4487","GRL",66.9634146341463,"Greenland","Europe & Central Asia (all income levels)",2000
"4488","GRL",67.6078048780488,"Greenland","Europe & Central Asia (all income levels)",2001
"4489","GRL",68.1626829268293,"Greenland","Europe & Central Asia (all income levels)",2002
"4490","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1965
"4491","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1966
"4492","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1970
"4493","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1968
"4494","GRL",69.2207317073171,"Greenland","Europe & Central Asia (all income levels)",2005
"4495","GRL",70.4678048780488,"Greenland","Europe & Central Asia (all income levels)",2009
"4496","GRL",65.6441463414634,"Greenland","Europe & Central Asia (all income levels)",1995
"4497","GRL",65.7980487804878,"Greenland","Europe & Central Asia (all income levels)",1997
"4498","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1960
"4499","GRL",66.4034146341464,"Greenland","Europe & Central Asia (all income levels)",1999
"4500","GRL",66.1570731707317,"Greenland","Europe & Central Asia (all income levels)",1998
"4501","GRL",NA,"Greenland","Europe & Central Asia (all income levels)",1967
"4502","GRL",68.8068292682927,"Greenland","Europe & Central Asia (all income levels)",2004
"4503","GRL",68.4353658536586,"Greenland","Europe & Central Asia (all income levels)",2003
"4504","GMB",33.5376341463415,"Gambia, The","Sub-Saharan Africa (all income levels)",1964
"4505","GMB",58.6845609756098,"Gambia, The","Sub-Saharan Africa (all income levels)",2007
"4506","GMB",32.6610975609756,"Gambia, The","Sub-Saharan Africa (all income levels)",1962
"4507","GMB",36.211243902439,"Gambia, The","Sub-Saharan Africa (all income levels)",1968
"4508","GMB",32.0422195121951,"Gambia, The","Sub-Saharan Africa (all income levels)",1960
"4509","GMB",52.2457317073171,"Gambia, The","Sub-Saharan Africa (all income levels)",1990
"4510","GMB",33.0620975609756,"Gambia, The","Sub-Saharan Africa (all income levels)",1963
"4511","GMB",37.0241707317073,"Gambia, The","Sub-Saharan Africa (all income levels)",1969
"4512","GMB",56.7812195121951,"Gambia, The","Sub-Saharan Africa (all income levels)",2002
"4513","GMB",59.6457317073171,"Gambia, The","Sub-Saharan Africa (all income levels)",2010
"4514","GMB",52.551512195122,"Gambia, The","Sub-Saharan Africa (all income levels)",1991
"4515","GMB",55.1568292682927,"Gambia, The","Sub-Saharan Africa (all income levels)",1998
"4516","GMB",55.5704146341464,"Gambia, The","Sub-Saharan Africa (all income levels)",1999
"4517","GMB",55.9780243902439,"Gambia, The","Sub-Saharan Africa (all income levels)",2000
"4518","GMB",32.3256341463415,"Gambia, The","Sub-Saharan Africa (all income levels)",1961
"4519","GMB",35.4432682926829,"Gambia, The","Sub-Saharan Africa (all income levels)",1967
"4520","GMB",57.9565853658537,"Gambia, The","Sub-Saharan Africa (all income levels)",2005
"4521","GMB",58.3283170731707,"Gambia, The","Sub-Saharan Africa (all income levels)",2006
"4522","GMB",51.5431951219512,"Gambia, The","Sub-Saharan Africa (all income levels)",1988
"4523","GMB",51.9169512195122,"Gambia, The","Sub-Saharan Africa (all income levels)",1989
"4524","GMB",52.8562195121951,"Gambia, The","Sub-Saharan Africa (all income levels)",1992
"4525","GMB",37.8705609756098,"Gambia, The","Sub-Saharan Africa (all income levels)",1970
"4526","GMB",53.5299024390244,"Gambia, The","Sub-Saharan Africa (all income levels)",1994
"4527","GMB",53.9109512195122,"Gambia, The","Sub-Saharan Africa (all income levels)",1995
"4528","GMB",54.3185853658537,"Gambia, The","Sub-Saharan Africa (all income levels)",1996
"4529","GMB",54.7378780487805,"Gambia, The","Sub-Saharan Africa (all income levels)",1997
"4530","GMB",60.4621707317073,"Gambia, The","Sub-Saharan Africa (all income levels)",2013
"4531","GMB",57.1786341463415,"Gambia, The","Sub-Saharan Africa (all income levels)",2003
"4532","GMB",57.5717317073171,"Gambia, The","Sub-Saharan Africa (all income levels)",2004
"4533","GMB",34.0931951219512,"Gambia, The","Sub-Saharan Africa (all income levels)",1965
"4534","GMB",34.732243902439,"Gambia, The","Sub-Saharan Africa (all income levels)",1966
"4535","GMB",51.107512195122,"Gambia, The","Sub-Saharan Africa (all income levels)",1987
"4536","GMB",59.343512195122,"Gambia, The","Sub-Saharan Africa (all income levels)",2009
"4537","GMB",59.9305609756098,"Gambia, The","Sub-Saharan Africa (all income levels)",2011
"4538","GMB",53.1793414634146,"Gambia, The","Sub-Saharan Africa (all income levels)",1993
"4539","GMB",59.0229512195122,"Gambia, The","Sub-Saharan Africa (all income levels)",2008
"4540","GMB",56.381,"Gambia, The","Sub-Saharan Africa (all income levels)",2001
"4541","GMB",60.7138536585366,"Gambia, The","Sub-Saharan Africa (all income levels)",2014
"4542","GMB",60.2013902439024,"Gambia, The","Sub-Saharan Africa (all income levels)",2012
"4543","GMB",39.613756097561,"Gambia, The","Sub-Saharan Africa (all income levels)",1972
"4544","GMB",NA,"Gambia, The","Sub-Saharan Africa (all income levels)",2016
"4545","GMB",44.7200975609756,"Gambia, The","Sub-Saharan Africa (all income levels)",1978
"4546","GMB",60.9574390243902,"Gambia, The","Sub-Saharan Africa (all income levels)",2015
"4547","GMB",50.6004390243902,"Gambia, The","Sub-Saharan Africa (all income levels)",1986
"4548","GMB",43.8886829268293,"Gambia, The","Sub-Saharan Africa (all income levels)",1977
"4549","GMB",40.4901219512195,"Gambia, The","Sub-Saharan Africa (all income levels)",1973
"4550","GMB",45.5420243902439,"Gambia, The","Sub-Saharan Africa (all income levels)",1979
"4551","GMB",38.7374146341463,"Gambia, The","Sub-Saharan Africa (all income levels)",1971
"4552","GMB",47.1448536585366,"Gambia, The","Sub-Saharan Africa (all income levels)",1981
"4553","GMB",43.0532682926829,"Gambia, The","Sub-Saharan Africa (all income levels)",1976
"4554","GMB",47.918243902439,"Gambia, The","Sub-Saharan Africa (all income levels)",1982
"4555","GMB",50.0194390243903,"Gambia, The","Sub-Saharan Africa (all income levels)",1985
"4556","GMB",42.2103658536585,"Gambia, The","Sub-Saharan Africa (all income levels)",1975
"4557","GMB",49.3680243902439,"Gambia, The","Sub-Saharan Africa (all income levels)",1984
"4558","GMB",46.3509512195122,"Gambia, The","Sub-Saharan Africa (all income levels)",1980
"4559","GMB",48.6616341463415,"Gambia, The","Sub-Saharan Africa (all income levels)",1983
"4560","GMB",41.3569756097561,"Gambia, The","Sub-Saharan Africa (all income levels)",1974
"4561","GIN",40.6308048780488,"Guinea","Sub-Saharan Africa (all income levels)",1979
"4562","GIN",51.6967073170732,"Guinea","Sub-Saharan Africa (all income levels)",1995
"4563","GIN",34.8863902439024,"Guinea","Sub-Saharan Africa (all income levels)",1960
"4564","GIN",35.0811219512195,"Guinea","Sub-Saharan Africa (all income levels)",1961
"4565","GIN",41.2587804878049,"Guinea","Sub-Saharan Africa (all income levels)",1980
"4566","GIN",43.5831951219512,"Guinea","Sub-Saharan Africa (all income levels)",1983
"4567","GIN",44.4963658536585,"Guinea","Sub-Saharan Africa (all income levels)",1984
"4568","GIN",51.5875853658537,"Guinea","Sub-Saharan Africa (all income levels)",1994
"4569","GIN",40.0502682926829,"Guinea","Sub-Saharan Africa (all income levels)",1978
"4570","GIN",48.3293170731707,"Guinea","Sub-Saharan Africa (all income levels)",1988
"4571","GIN",49.9188536585366,"Guinea","Sub-Saharan Africa (all income levels)",1990
"4572","GIN",41.9557073170732,"Guinea","Sub-Saharan Africa (all income levels)",1981
"4573","GIN",51.3555365853659,"Guinea","Sub-Saharan Africa (all income levels)",1993
"4574","GIN",51.0040975609756,"Guinea","Sub-Saharan Africa (all income levels)",1992
"4575","GIN",39.4996341463415,"Guinea","Sub-Saharan Africa (all income levels)",1977
"4576","GIN",38.4832682926829,"Guinea","Sub-Saharan Africa (all income levels)",1975
"4577","GIN",47.4051951219512,"Guinea","Sub-Saharan Africa (all income levels)",1987
"4578","GIN",42.7311707317073,"Guinea","Sub-Saharan Africa (all income levels)",1982
"4579","GIN",51.6838780487805,"Guinea","Sub-Saharan Africa (all income levels)",1996
"4580","GIN",51.5780243902439,"Guinea","Sub-Saharan Africa (all income levels)",1997
"4581","GIN",51.8504634146342,"Guinea","Sub-Saharan Africa (all income levels)",2003
"4582","GIN",46.4353414634146,"Guinea","Sub-Saharan Africa (all income levels)",1986
"4583","GIN",51.4224634146342,"Guinea","Sub-Saharan Africa (all income levels)",1998
"4584","GIN",49.1781951219512,"Guinea","Sub-Saharan Africa (all income levels)",1989
"4585","GIN",45.4547317073171,"Guinea","Sub-Saharan Africa (all income levels)",1985
"4586","GIN",50.5273414634146,"Guinea","Sub-Saharan Africa (all income levels)",1991
"4587","GIN",38.0246829268293,"Guinea","Sub-Saharan Africa (all income levels)",1974
"4588","GIN",51.2228536585366,"Guinea","Sub-Saharan Africa (all income levels)",2001
"4589","GIN",51.4445365853659,"Guinea","Sub-Saharan Africa (all income levels)",2002
"4590","GIN",58.8249024390244,"Guinea","Sub-Saharan Africa (all income levels)",2014
"4591","GIN",36.0384390243903,"Guinea","Sub-Saharan Africa (all income levels)",1967
"4592","GIN",35.5809268292683,"Guinea","Sub-Saharan Africa (all income levels)",1964
"4593","GIN",35.7316097560976,"Guinea","Sub-Saharan Africa (all income levels)",1965
"4594","GIN",35.8816097560976,"Guinea","Sub-Saharan Africa (all income levels)",1966
"4595","GIN",38.9769512195122,"Guinea","Sub-Saharan Africa (all income levels)",1976
"4596","GIN",36.2115853658537,"Guinea","Sub-Saharan Africa (all income levels)",1968
"4597","GIN",51.2645365853659,"Guinea","Sub-Saharan Africa (all income levels)",1999
"4598","GIN",36.4100731707317,"Guinea","Sub-Saharan Africa (all income levels)",1969
"4599","GIN",35.4251707317073,"Guinea","Sub-Saharan Africa (all income levels)",1963
"4600","GIN",51.1738048780488,"Guinea","Sub-Saharan Africa (all income levels)",2000
"4601","GIN",59.3989512195122,"Guinea","Sub-Saharan Africa (all income levels)",2015
"4602","GIN",NA,"Guinea","Sub-Saharan Africa (all income levels)",2016
"4603","GIN",58.2796097560976,"Guinea","Sub-Saharan Africa (all income levels)",2013
"4604","GIN",54.757512195122,"Guinea","Sub-Saharan Africa (all income levels)",2007
"4605","GIN",52.4339024390244,"Guinea","Sub-Saharan Africa (all income levels)",2004
"4606","GIN",35.2603902439024,"Guinea","Sub-Saharan Africa (all income levels)",1962
"4607","GIN",57.2606585365854,"Guinea","Sub-Saharan Africa (all income levels)",2011
"4608","GIN",36.6434878048781,"Guinea","Sub-Saharan Africa (all income levels)",1970
"4609","GIN",55.5015853658537,"Guinea","Sub-Saharan Africa (all income levels)",2008
"4610","GIN",56.1635609756098,"Guinea","Sub-Saharan Africa (all income levels)",2009
"4611","GIN",56.743243902439,"Guinea","Sub-Saharan Africa (all income levels)",2010
"4612","GIN",53.1569268292683,"Guinea","Sub-Saharan Africa (all income levels)",2005
"4613","GIN",37.609243902439,"Guinea","Sub-Saharan Africa (all income levels)",1973
"4614","GIN",37.242,"Guinea","Sub-Saharan Africa (all income levels)",1972
"4615","GIN",57.7611219512195,"Guinea","Sub-Saharan Africa (all income levels)",2012
"4616","GIN",53.956243902439,"Guinea","Sub-Saharan Africa (all income levels)",2006
"4617","GIN",36.9204390243902,"Guinea","Sub-Saharan Africa (all income levels)",1971
"4618","GNQ",NA,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",2016
"4619","GNQ",57.5083902439024,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",2015
"4620","GNQ",38.2316341463415,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1965
"4621","GNQ",52.3806097560976,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1999
"4622","GNQ",38.5315609756098,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1966
"4623","GNQ",40.8136829268293,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1974
"4624","GNQ",37.9317317073171,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1964
"4625","GNQ",56.3260243902439,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",2011
"4626","GNQ",40.0137073170732,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1971
"4627","GNQ",38.8320487804878,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1967
"4628","GNQ",40.5447317073171,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1973
"4629","GNQ",41.4868780487805,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1976
"4630","GNQ",37.0324878048781,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1961
"4631","GNQ",40.282243902439,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1972
"4632","GNQ",43.102487804878,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1979
"4633","GNQ",39.1330487804878,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1968
"4634","GNQ",39.4355853658537,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1969
"4635","GNQ",52.7641463414634,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",2000
"4636","GNQ",54.8829756097561,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",2007
"4637","GNQ",55.2218780487805,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",2008
"4638","GNQ",55.5849756097561,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",2009
"4639","GNQ",39.7311463414634,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1970
"4640","GNQ",41.9426097560976,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1977
"4641","GNQ",42.4853170731707,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1978
"4642","GNQ",37.6318292682927,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1963
"4643","GNQ",46.0630243902439,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1984
"4644","GNQ",51.9646097560976,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1998
"4645","GNQ",53.1117073170732,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",2001
"4646","GNQ",43.7637073170732,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",1980
"4647","GNQ",53.7237073170732,"Equatorial Guinea","Sub-Saharan Africa (all income levels)",2003
